8  6  0.592947 0.675465  0.014194  -0.176447  0
8  7  0.635037 0.67611  0.0129728  -0.156138  1
8  8  0.963901 0.741121  0.00582895  0.0227997  2
8  9  0.964688 0.797489  0.00113109  0.0435271  3
8  10  0.975691 0.89883  0.0127611  0.0661536  1
8  11  1.02298 1.12084  0.0298039  0.0586591  0
8  12  1.03991 1.2213  0.0332352  0.0656988  2
8  13  1.15022 1.62298  0.0198944  0.0562676  5
8  14  1.62572 1.93008  -0.0610924  0.0871034  4
8  15  1.52891 2.01646  0.0145256  0.077919  9
8  16  1.75431 1.73835  0.0764395  0.161421  6
8  17  1.05872 1.14832  0.174743  0.11446  2
8  18  1.04109 1.05693  0.164715  0.0752406  2
8  19  0.969278 0.908141  0.15133  0.0806751  2
8  20  0 0  0  0  0
8  21  0 0  0  0  0
8  22  0.596913 0.496266  0.311769  0.0982937  0
8  23  0.594263 0.493584  0.314341  0.0906672  3
9  0  0.664789 0.450718  0.12325  -0.123901  3
9  1  0.626545 0.473555  0.109904  -0.143407  3
9  2  0.739358 0.503823  0.0687279  -0.112709  4
9  3  0.595932 0.562179  0.0456087  -0.194926  2
9  4  0.0166924 0.563686  0.113022  -0.476215  2
9  5  0.87274 0.62547  0.00465665  -0.0650291  1
9  6  0.776163 0.783189  -0.00385074  -0.0759785  0
9  7  0.49121 0.737838  0.0150954  -0.213775  1
9  8  0.964836 0.810554  -0.0092185  0.0379234  0
9  9  0.968628 0.860013  -0.00335543  0.0614008  2
9  10  0.989698 0.953101  -0.000804365  0.0898388  0
9  11  1.00644 1.00985  0.00986447  0.0971857  1
9  12  1.02794 1.16901  0.0277297  0.0818238  3
9  13  1.0493 1.34758  0.0189047  0.071098  3
9  14  1.12318 1.64634  0.000260053  0.0542031  2
9  15  1.54141 1.67847  0.022306  0.05849  4
9  16  1.47633 1.66571  0.0652616  0.0363361  3
9  17  1.02901 1.05516  0.108343  -0.00494808  1
9  18  1.03513 1.06746  0.146309  0.0171865  1
9  19  0.965071 0.919768  0.132758  0.0325714  2
9  20  0.823565 0.61717  0.168376  -0.0227806  0
9  21  0.823565 0.61717  0.168376  -0.0227806  0
9  22  0.558744 0.45375  0.330075  -0.0766853  0
9  23  0.558744 0.45375  0.330075  -0.0766853  0
10  0  0.734834 0.47646  0.135032  -0.107001  3
10  1  0.442959 0.52088  0.158717  -0.21366  1
10  2  0.352743 0.53461  0.166038  -0.246627  1
10  3  0 0  0  0  0
10  4  0.924963 0.714353  0.0236975  -0.0500054  0
10  5  0.895707 0.719994  0.0306239  -0.0582027  0
10  6  0.812232 0.803235  0.00967638  -0.0387205  0
10  7  0.962055 0.816215  -0.0139225  0.0339642  1
10  8  0.975249 0.846434  -0.015979  0.0450828  2
10  9  0.994122 0.980519  -0.00876428  0.0917511  0
10  10  0.994021 0.981781  -0.0073976  0.0914703  2
10  11  1.00694 1.01676  0.00558522  0.0997758  2
10  12  1.02091 1.15575  0.00892919  0.0885513  1
10  13  1.04622 1.27801  0.00214583  0.0740371  2
10  14  1.06028 1.32887  -0.00613971  0.0609486  3
10  15  1.0356 1.24119  -0.0207148  0.0425913  3
10  16  1.0692 1.46325  -0.0133914  0.0150321  2
10  17  0.994824 0.981072  0.0298738  0.00586365  0
10  18  0.985236 0.94761  0.0925514  0.000972257  1
10  19  0.894444 0.65707  0.0938539  -0.0528028  0
10  20  0.836222 0.624295  0.155069  -0.0281417  0
10  21  0.731248 0.606475  0.19679  -0.0523894  1
10  22  0.179922 0.48775  0.395199  -0.219385  0
10  23  0.644108 0.464319  0.26168  -0.0777249  1
11  0  0.502127 0.503982  0.258488  -0.129026  0
11  1  0.615904 0.529473  0.222347  -0.115524  0
11  2  0.750558 0.56892  0.174028  -0.102892  0
11  3  0.900059 0.73309  0.0773949  -0.0669329  0
11  4  0.908731 0.72675  0.0585016  -0.0608723  0
11  5  0.876461 0.725254  0.0294087  -0.0607125  2
11  6  0.605947 0.79025  0.0456317  -0.112624  1
11  7  1.01786 1.12542  -0.0304465  0.0474173  0
11  8  1.00674 1.01642  -0.0212973  0.0750993  0
11  9  1.00023 1.00165  -0.00988925  0.0942293  1
11  10  1.00154 1.01438  -0.00920838  0.0945286  5
11  11  1.00377 1.02717  -0.00293925  0.0999193  0
11  12  1.00893 1.10574  -0.00258642  0.0835881  0
11  13  0.994668 1.05569  -0.000437244  0.0837158  1
11  14  1.02256 1.13946  -0.0236818  0.0530971  0
11  15  1.01912 1.15273  -0.0202999  0.0409917  3
11  16  1.00836 1.10394  -0.00689189  0.00925318  2
11  17  0.992864 1.01196  -0.000375344  -0.00365501  3
11  18  0.938756 0.74736  0.014139  -0.0536286  0
11  19  0.894444 0.65707  0.0938539  -0.0528028  0
11  20  0.8922 0.65247  0.0927005  -0.0545838  1
11  21  0.351553 0.534059  0.269925  -0.210059  0
11  22  -0.0883223 0.508991  0.449664  -0.315272  1
11  23  0.65534 0.46571  0.25268  -0.0778617  1
12  0  0.502127 0.503982  0.258488  -0.129026  2
12  1  0.615904 0.529473  0.222347  -0.115524  2
12  2  0.750558 0.56892  0.174028  -0.102892  1
12  3  0.900059 0.73309  0.0773949  -0.0669329  0
12  4  0.900059 0.73309  0.0773949  -0.0669329  2
12  5  1.05094 1.18144  0.0244841  -0.0244516  0
12  6  1.05833 1.12564  0.0276016  -0.0274385  0
12  7  1.02445 1.04742  -0.008055  0.0067193  1
12  8  1.03435 1.16232  -0.0295991  0.0611536  1
12  9  1.01833 1.08927  -0.0179144  0.0912111  1
12  10  1.01659 1.07404  -0.0130524  0.097175  4
12  11  1.01158 1.08029  0.00041046  0.0980228  2
12  12  0.999328 1.00479  0.00112249  0.0921628  0
12  13  0.984466 0.982063  7.35403e-05  0.082752  2
12  14  0.957969 0.82412  -0.0230177  0.0323337  0
12  15  0.958643 0.825966  -0.0233876  0.0292125  0
12  16  0.961508 0.83381  -0.0249598  0.0159477  0
12  17  0.938756 0.74736  0.014139  -0.0536286  0
12  18  0.938756 0.74736  0.014139  -0.0536286  1
12  19  0 0  0  0  0
12  20  0.847325 0.56048  0.0696334  -0.0902036  0
12  21  0.847325 0.56048  0.0696334  -0.0902036  1
12  22  0.544759 0.438995  0.320493  -0.0968951  0
12  23  0.546452 0.438978  0.317622  -0.0973049  1
13  0  0 0  0  0  2
13  1  0 0  0  0  0
13  2  0 0  0  0  0
13  3  0.97823 0.87312  0.0926622  -0.0269994  0
13  4  0.97823 0.87312  0.0926622  -0.0269994  0
13  5  1.02657 1.09881  0.0223478  -0.0211717  0
13  6  1.03682 1.16167  0.0236322  -0.019011  3
13  7  1.06828 1.31359  8.17191e-05  -0.0061647  1
13  8  1.06317 1.40005  -0.0220382  0.0503768  1
13  9  1.0456 1.27979  -0.0247806  0.0741716  2
13  10  1.02287 1.14201  -0.00416988  0.0953519  2
13  11  1.01548 1.09691  0.00132001  0.0991667  5
13  12  0.998155 0.997694  0.00126161  0.0911608  3
13  13  0.984962 0.958911  -0.00216251  0.081484  4
13  14  0.955071 0.818138  -0.021911  0.0320549  0
13  15  0.956769 0.822968  -0.0229924  0.0233771  1
13  16  0.959237 0.829296  -0.0245852  0.0164382  1
13  17  0 0  0  0  0
13  18  0 0  0  0  0
13  19  -0.522354 0.52865  0.366582  -0.56828  0
13  20  -0.522354 0.52865  0.366582  -0.56828  0
13  21  0.843308 0.47328  0.0468324  -0.0790743  0
13  22  0.625171 0.437807  0.18727  -0.114008  0
13  23  0.595128 0.433876  0.216121  -0.115495  2
14  0  0.591901 0.503134  0.266938  0.0579068  1
14  1  0.631187 0.547099  0.252758  0.054804  0
14  2  0.763194 0.612539  0.197256  0.0541307  0
14  3  0.97823 0.87312  0.0926622  -0.0269994  0
14  4  0.978808 0.875529  0.0927116  -0.0257903  1
14  5  1.03854 1.1022  0.0668937  -0.0082646  0
14  6  1.10032 1.2569  0.0599404  0.0128192  1
14  7  0.945628 1.77285  0.029002  -0.0245202  1
14  8  1.22477 1.59752  -0.0257976  0.0748284  0
14  9  1.28952 1.53882  -0.0358806  0.0970365  4
14  10  1.04595 1.28974  0.00531215  0.088208  2
14  11  1.02806 1.1226  0.0184466  0.101506  2
14  12  1.00132 1.03372  0.0120335  0.0930138  3
14  13  0.939479 0.803306  -0.00491639  0.0330819  0
14  14  0.946483 0.806032  -0.0102847  0.0331094  0
14  15  0.933532 0.735607  -0.0170683  0.0138556  1
14  16  0.938259 0.772423  -0.0207913  0.0164748  1
14  17  0.84544 0.57147  0.00315998  -0.0699435  0
14  18  0.815185 0.552223  0.0129693  -0.0856954  0
14  19  0.24869 0.528498  0.164917  -0.291326  0
14  20  0.0682049 0.496947  0.224563  -0.351376  1
14  21  0.808064 0.456753  0.052288  -0.0810538  0
14  22  0.800836 0.456388  0.0595974  -0.0832181  1
14  23  0.668963 0.430181  0.161764  -0.100797  1
15  0  0.577904 0.503328  0.270073  0.0515954  4
15  1  0.505264 0.572527  0.312556  0.0425613  2
15  2  0.597529 0.620839  0.275542  0.0442593  2
15  3  0.938971 0.78104  0.110666  0.0574574  0
15  4  1.00111 0.983157  0.0819415  0.0913256  0
15  5  1.02989 1.05958  0.0833015  0.0595446  1
15  6  1.12789 1.30557  0.0672141  0.0418381  3
15  7  0.803297 1.76413  0.0625343  -0.0734433  2
15  8  1.56581 1.76171  -0.0604436  0.0911126  6
15  9  1.47447 1.56424  -0.0343867  0.126487  5
15  10  1.08 1.36738  0.0264686  0.0986506  3
15  11  1.01286 1.163  0.014147  0.0706576  1
15  12  0 0  0  0  0
15  13  0.93456 0.797713  -0.00524161  0.0319809  0
15  14  0.940313 0.803131  -0.0051997  0.0325728  2
15  15  0.917762 0.728123  -0.0119038  0.0109893  1
15  16  0.857651 0.596336  -0.00467879  -0.0515349  1
15  17  0.84665 0.571277  0.00166443  -0.0666625  0
15  18  0.828054 0.546546  0.0103637  -0.0773004  2
15  19  0.813537 0.518235  0.0186961  -0.0841135  1
15  20  0.645386 0.453592  0.0989082  -0.132985  0
15  21  0.621989 0.446122  0.108472  -0.13955  2
15  22  0.760274 0.431351  0.0752725  -0.0844807  2
15  23  0.632105 0.40872  0.112917  -0.102384  1
16  0  0.722065 0.489704  0.15825  0.146718  3
16  1  0.717221 0.488728  0.164304  0.144757  0
16  2  0 0  0  0  0
16  3  0.915578 0.76324  0.0646573  0.127867  0
16  4  0.963233 0.873116  0.0859054  0.0894897  1
16  5  1.06689 1.17362  0.0731604  0.0891202  3
16  6  1.13745 1.32549  0.0462819  0.101306  5
16  7  1.28566 1.50974  -0.0435413  0.120429  1
16  8  1.53555 1.61335  -0.0504147  0.121063  5
16  9  1.53371 1.47687  -0.0216332  0.10861  2
16  10  1.03873 1.30406  -0.00423871  0.086704  3
16  11  1.06223 1.20747  0.0250605  0.0900735  2
16  12  0 0  0  0  0
16  13  0 0  0  0  0
16  14  0.836225 0.616532  -0.012883  -0.0586576  0
16  15  0.784759 0.630611  -0.0109931  -0.0766139  0
16  16  0.863306 0.61249  -0.00718061  -0.0429323  1
16  17  0.87344 0.569646  -0.00430629  -0.0432389  2
16  18  0.7901 0.508879  0.0182426  -0.0957963  1
16  19  0.740292 0.474392  0.0270056  -0.125275  1
16  20  0.80817 0.442141  0.0234418  -0.0751563  0
16  21  0.705303 0.436234  0.0667957  -0.110886  2
16  22  0.681062 0.387375  0.0707838  -0.114289  0
16  23  0.692066 0.367169  0.0731773  -0.102175  0
17  0  0.711637 0.487602  0.171281  0.142498  5
17  1  0.706011 0.486468  0.178312  0.140221  4
17  2  0 0  0  0  0
17  3  0.911884 0.76043  0.0573928  0.138984  0
17  4  0.940466 0.819445  0.0384685  0.141595  1
17  5  0.950128 0.826893  0.0303412  0.141637  1
17  6  1.07196 1.09972  0.00439199  0.145762  1
17  7  1.15474 1.27426  -0.0146893  0.146677  4
17  8  1.13676 1.18239  -0.0626018  0.135965  4
17  9  1.00426 1.17419  -0.0836809  0.0733769  0
17  10  0.993178 1.14899  -0.059542  0.0655443  2
17  11  1.00281 1.01422  -0.0257753  0.0239259  1
17  12  0.936517 0.77086  -0.046709  -0.0324409  0
17  13  0 0  0  0  0
17  14  0.83919 0.595081  -0.0153802  -0.0618997  0
17  15  0.80722 0.605242  -0.0120361  -0.0699711  2
17  16  0.860715 0.558492  -0.00821109  -0.0514354  1
17  17  0.85112 0.480706  -0.00540475  -0.0645066  1
17  18  0.741651 0.466694  0.0177846  -0.125546  0
17  19  0.710485 0.476391  0.0306823  -0.143529  3
17  20  0.791735 0.42592  0.0231731  -0.0855231  2
17  21  0.687731 0.399863  0.0542721  -0.121943  1
17  22  0.713945 0.377343  0.0470245  -0.105195  2
17  23  0.713609 0.362301  0.0516318  -0.098259  3
18  0  0 0  0  0  4
18  1  0.756269 0.52807  0.131009  0.148939  0
18  2  0.756269 0.52807  0.131009  0.148939  1
18  3  0.884196 0.66751  0.0321721  0.154946  0
18  4  0.907765 0.735703  0.00554089  0.148164  0
18  5  0.926335 0.773995  0.0192897  0.146635  2
18  6  0.978388 0.886771  0.000497632  0.136758  2
18  7  0.981579 0.962124  -0.0260334  0.136227  1
18  8  1.0176 1.03683  -0.0724837  0.112775  1
18  9  1.07784 1.17744  -0.106003  0.103233  1
18  10  0 0  0  0  0
18  11  0 0  0  0  0
18  12  0.936517 0.77086  -0.046709  -0.0324409  1
18  13  0.898115 0.589503  -0.0274135  -0.0486208  0
18  14  0.863431 0.558859  -0.0239447  -0.0599697  0
18  15  0.860196 0.547281  -0.0203785  -0.0576031  1
18  16  0.611001 0.537428  0.0135062  -0.20664  1
18  17  0.695028 0.46215  0.00894999  -0.162501  0
18  18  0.797015 0.455035  0.00619457  -0.0913384  4
18  19  0.765598 0.438588  0.0114467  -0.106708  3
18  20  0.7194 0.407137  0.0209046  -0.124749  1
18  21  0.71088 0.377779  0.0284931  -0.119023  4
18  22  0.748388 0.363755  0.0175432  -0.0994711  2
18  23  0.726418 0.35511  0.0354577  -0.0946644  4
19  0  0 0  0  0  8
19  1  0.682188 0.47431  0.0350326  0.201338  0
19  2  0.682188 0.47431  0.0350326  0.201338  0
19  3  0.884196 0.66751  0.0321721  0.154946  0
19  4  0.904179 0.729016  0.0137971  0.150637  1
19  5  0.921274 0.741849  0.0124755  0.146694  4
19  6  0.957499 0.842607  -0.0152005  0.132081  1
19  7  0.950994 0.862918  -0.0448563  0.117425  1
19  8  0.96196 0.850172  -0.0595943  0.0919406  1
19  9  0 0  0  0  0
19  10  0.924564 0.678043  -0.0592865  -0.0415566  0
19  11  0.926199 0.681346  -0.0616948  -0.0381292  0
19  12  0.848734 0.56554  -0.0494443  -0.0661746  0
19  13  0.879721 0.583441  -0.0364428  -0.0548196  0
19  14  0.899215 0.587014  -0.0250687  -0.0468238  2
19  15  0.905172 0.538293  -0.0187076  -0.0343676  2
19  16  0.706761 0.459807  0.0062464  -0.154041  0
19  17  0.551785 0.443517  0.02061  -0.247896  1
19  18  0.831103 0.437386  -0.00734222  -0.0761452  2
19  19  0.79445 0.415613  -0.00364557  -0.0949812  4
19  20  0.777956 0.394341  -0.00377753  -0.10676  3
19  21  0.742824 0.365608  0.013418  -0.105366  2
19  22  0.74947 0.355162  0.0124385  -0.101316  6
19  23  0.740197 0.336192  0.0245826  -0.0988631  2
20  0  0.518447 0.39534  0.0415275  0.222799  6
20  1  0.592623 0.436419  0.0219307  0.215459  0
20  2  0.592277 0.443548  -0.000955655  0.218779  1
20  3  0 0  0  0  0
20  4  0 0  0  0  0
20  5  0 0  0  0  0
20  6  0.945075 0.7525  -0.0388309  0.110764  0
20  7  0.945893 0.754681  -0.0400917  0.108758  1
20  8  0.954073 0.77649  -0.0526995  0.0887036  1
20  9  0 0  0  0  0
20  10  0.924523 0.678892  -0.0585122  -0.0423264  0
20  11  0.926906 0.684692  -0.0612652  -0.0380567  3
20  12  0.780919 0.561438  -0.0683497  -0.0805554  0
20  13  0.541921 0.519583  -0.133978  -0.128431  1
20  14  0.930596 0.531708  -0.0229304  -0.0358423  1
20  15  0.914542 0.514479  -0.0162803  -0.0335518  1
20  16  0.899067 0.469909  -0.0158511  -0.0383688  3
20  17  0.828747 0.413572  -0.0138388  -0.0661522  2
20  18  0.825954 0.401276  -0.0152573  -0.0723828  2
20  19  0.802781 0.384427  -0.0114592  -0.0863689  2
20  20  0.794378 0.381763  -0.00910765  -0.0944616  4
20  21  0.761452 0.350548  0.0102387  -0.0935511  0
20  22  0.746606 0.338074  0.0146619  -0.0936388  2
20  23  0.748266 0.325991  0.0110413  -0.086596  4
21  0  0.527448 0.381072  0.0192912  0.237891  3
21  1  0.525996 0.389593  0.0117395  0.231631  1
21  2  0.589661 0.42281  -0.0274867  0.22629  1
21  3  0.683182 0.451394  -0.0819631  0.203101  0
21  4  0.687543 0.4717  -0.107508  0.186379  0
21  5  0.722622 0.506983  -0.114469  0.162852  0
21  6  0.72387 0.534881  -0.115621  0.147192  0
21  7  0.382836 0.53831  -0.232658  0.128904  0
21  8  0 0  0  0  0
21  9  0 0  0  0  0
21  10  0 0  0  0  0
21  11  0 0  0  0  0
21  12  0.0349537 0.51632  -0.276309  -0.238743  0
21  13  0.584142 0.48211  -0.125017  -0.118523  1
21  14  0.886187 0.477132  -0.037845  -0.0516478  2
21  15  0.805294 0.410704  -0.0550321  -0.0823016  0
21  16  0.817199 0.397484  -0.050477  -0.0790927  0
