0  0.01  0.307976  0.421818  0.27637
0.41  0.15  0.159923  0.501342  0.53939
0.82  0.24  0.164642  0.907851  0.69757
0.59  0.42  0.0932491  1.04398  1.38834
0.85  0.56  0.151493  0.866063  0.56554
0.69  0.35  0.0935944  1.52463  1.72744
0.4  0.08  0.182813  0.656512  0.46047
0.12  0.45  0.163797  0.867277  0.53155
0.42  0.59  0.0914497  1.08334  1.44821
0.25  0.85  0.175313  0.777362  0.635
0.51  0.88  0.16113  0.864815  0.56048
0.32  0.74  0.116689  1.15075  1.30782
0.13  0.99  0.2554  0.090868  0.376
0.14  0.99  0.252408  0.072295  0.3805
0.4  0.48  0.0941792  0.994927  0.98682
0.33  0.61  0.101938  1.12687  1.92466
0.71  0.85  0.173698  0.914299  0.45265
0.3  0.54  0.106719  0.98113  1.15719
0.97  0.51  0.194572  0.78157  0.45097
0.02  0.55  0.203376  0.609104  0.45375
0.66  0.27  0.118386  1.10518  1.37608
0.28  0.37  0.124447  0.891045  0.64359
0.44  0.47  0.0914792  0.995057  0.97664
0.18  0.66  0.147109  0.922169  0.81747
0.32  0.63  0.0556011  2.01908  2.01178
0.73  0.81  0.166083  0.861677  0.46908
0.39  0.54  0.0932286  1.04211  1.25012
0.94  0.65  0.195159  0.833563  0.4197
0.99  0.69  0.223271  0.80471  0.37136
0  0  0.309468  0.219222  0.27379
0.05  0.29  0.213298  0.634228  0.38663
0.75  0.02  0.218916  0.692029  0.43864
0.97  0.76  0.230199  0.80729  0.35752
0.01  0.02  0.302371  0.452017  0.28168
0.42  0.04  0.195859  0.655571  0.43409
0.93  0.03  0.261331  0.539336  0.36161
0.86  0.76  0.187852  0.861408  0.41834
0.66  0.44  0.097741  1.04932  1.36423
0.97  0.67  0.210505  0.80831  0.3908
0.86  0.91  0.235327  0.7894  0.34746
0.99  0.14  0.248205  0.620159  0.38256
0.22  0.27  0.15873  0.843828  0.49164
0.73  0.32  0.117745  1.1858  1.33161
0.67  0.72  0.129721  0.922552  0.59799
0.3  0.81  0.15091  0.883687  0.82318
0.51  0.54  0.0906174  0.98317  1.00914
0.13  0.87  0.217091  0.383563  0.47233
0.73  0.99  0.233528  0.737922  0.35711
0.03  0.23  0.233053  0.654663  0.35351
0.81  0.92  0.224393  0.757657  0.3626
0  0.09  0.28239  0.611781  0.29789
0.62  0.99  0.215647  0.688544  0.39437
0.07  0.17  0.232723  0.657681  0.35028
0  0.11  0.276936  0.665021  0.30352
0.37  0.41  0.102323  0.961983  0.81007
0.25  0.6  0.117037  1.05054  1.18091
0.77  0.82  0.180334  0.720942  0.43719
0.39  0.61  0.0965969  1.08189  1.8132
0.95  0.95  0.28254  0.701531  0.30194
0.18  0.24  0.177469  0.790773  0.44316
0.59  0.64  0.104014  0.951665  0.7982
0.38  0.69  0.0997468  1.20572  1.84773
0.39  0.79  0.131551  0.97861  0.94803
0.49  0.62  0.0943177  1.02054  1.09591
0.71  0.3  0.118879  1.14083  1.39182
0.22  0.32  0.148643  0.8483  0.53092
0.35  0.65  0.100489  1.19521  2.2436
0.67  0.77  0.143027  0.862231  0.54889
0.24  0.79  0.15676  0.89329  0.77644
0.44  0.58  0.0922866  1.02699  1.28441
0.92  0.18  0.212752  0.72322  0.46626
0.65  0.25  0.121243  1.13121  1.22166
0.35  0.33  0.115887  0.957172  0.67616
0.45  0.43  0.0932269  0.98579  0.93987
0.22  0.66  0.131127  1.03309  1.02694
0.3  0.64  0.109062  1.05406  1.82449
0.78  0.77  0.167085  0.832807  0.46366
0.47  0.44  0.0916299  0.990957  0.97659
0.98  0  0.284694  0.440526  0.32465
0.75  0.97  0.229628  0.74542  0.36055
0  0.3  0.230689  0.638929  0.3616
0.07  0.06  0.266266  0.650892  0.31148
0.36  0.02  0.209804  0.646597  0.39543
0.82  0.94  0.233292  0.805024  0.34955
0.93  0.95  0.275812  0.705847  0.30818
0.72  0.05  0.201412  0.75109  0.48555
0.3  0.15  0.174203  0.688906  0.45973
0.78  0.5  0.125093  0.943789  0.77086
0.64  0.47  0.0946438  1.0385  1.18472
0.7  0.46  0.104201  0.982673  1.13679
0.01  0.95  0.271477  -0.301756  0.34037
0.38  0.55  0.0946342  1.0462  1.33466
0.62  0.9  0.178711  0.764207  0.46571
0.49  0.71  0.108445  1.00233  0.97757
0.66  0.22  0.134168  0.999367  1.01488
0.36  0.3  0.120081  0.95884  0.65485
0.63  0.3  0.106766  1.15708  1.6212
0.47  0.43  0.0921841  0.991169  0.97244
0.26  0.67  0.115409  1.15291  1.3358
0.79  0.75  0.16411  0.876306  0.47039
0.49  0.43  0.0914554  0.996917  1.01227
0.39  0.18  0.163756  -0.256738  0.55559
0.77  0.21  0.158602  0.928187  0.75627
0.62  0.37  0.202933  -1.27745  1.79452
0.55  0.44  0.0901431  1.02856  1.16111
0.83  0.62  0.150162  0.952721  0.53582
0.64  0.35  0.105618  1.02992  1.9009
0.17  0.17  0.199125  0.727253  0.39828
0.2  0.06  0.228137  0.635871  0.35734
0.77  0.23  0.153356  0.939434  0.8121
0.94  0.61  0.189567  0.842806  0.43801
0.02  0.26  0.230807  0.648783  0.3589
0.98  0.49  0.198857  0.744652  0.44677
0.24  0.15  0.187301  0.691029  0.42447
0.74  0.43  0.112097  1.02094  1.10965
0.5  0.29  0.108212  1.00036  0.93728
0.78  0.95  0.227787  0.764854  0.35967
0.06  0.62  0.192659  0.488268  0.51516
0.66  0.26  0.120736  1.10739  1.29345
0.32  0.31  0.125747  0.922722  0.61897
0.47  0.45  0.0905225  1.0019  0.98121
0.32  0.65  0.0347851  2.39795  2.06771
0.21  0.69  0.140459  0.96192  0.93121
0.77  0.76  0.161432  0.872486  0.4776
0.5  0.44  0.0901892  1.00822  1.03074
0.16  0.42  0.161291  0.409864  0.55717
0.45  0.54  0.090698  1.00334  1.11733
0.37  0.63  0.0964456  1.17123  2.11524
0.17  0.76  0.170054  0.822996  0.668
0.6  0.85  0.17476  -0.347956  0.52865
0.31  0.66  0.111075  1.0363  1.93837
0.04  0.54  0.194248  0.670565  0.47454
0.96  0.74  0.220935  0.807076  0.37003
0.78  0.87  0.198041  0.769032  0.40182
0.43  0.04  0.19518  0.646456  0.43816
0.95  0.77  0.223802  0.810401  0.36388
0  0.79  0.241575  0.0196175  0.40208
0.17  0.24  0.185963  0.412695  0.43667
0.57  0.65  0.103203  0.962784  0.82412
0.39  0.7  -0.0291372  3.42501  1.67613
0.42  0.78  0.126419  0.986927  0.94761
0.45  0.63  0.0945969  1.05809  1.34751
0.66  0.17  0.149665  0.945962  0.78104
0.41  0.22  0.133686  0.887318  0.62547
0.62  0.34  0.0445207  2.51941  1.80888
0.51  0.42  0.0908687  1.01927  1.06884
0.83  0.68  0.161083  0.856725  0.48888
0.27  0.68  0.10999  1.22055  1.40343
0.56  0.34  0.0983224  1.06401  1.36423
0.43  0.08  0.178608  0.765211  0.47646
0.55  0.98  0.204456  0.619653  0.42598
0.96  0.9  0.266755  0.760499  0.31438
0.11  0.27  0.193467  0.788184  0.41459
0.47  0.71  0.108793  0.9971  1.06858
0.36  0.57  0.0969083  1.07542  1.5368
0.26  0.24  0.154991  0.877341  0.49989
0.77  0.29  0.13895  0.989973  0.98599
0.68  0.35  0.094468  1.45657  1.79861
0.72  0.69  0.133614  0.895242  0.5783
0.35  0.68  0.0538708  2.04397  2.06771
0.28  0.77  0.13987  0.963751  0.96596
0.54  0.49  0.0897667  0.996654  1.03677
0.96  0.92  0.27424  0.737071  0.30807
0.98  0.02  0.279617  0.503109  0.33332
0.08  0.29  0.205908  0.313557  0.40508
0.81  0.02  0.2326  0.667174  0.41342
0.49  0.96  0.19294  0.694824  0.46571
0.63  0.21  0.133385  0.999155  0.95985
0.39  0.3  0.129138  0.320317  0.69608
0.62  0.3  0.107948  1.09458  1.58728
0.47  0.41  0.093095  1.00128  0.96451
0.26  0.66  0.113499  1.16279  1.35437
0.81  0.73  0.175564  0.0361282  0.46967
0.5  0.4  0.092582  1.01642  1.04651
0.84  0.91  0.229227  0.775889  0.35528
0.22  0.39  0.137493  0.861835  0.59882
0.35  0.63  0.100278  1.16669  2.17576
0.16  0.69  0.159279  0.845616  0.72463
0.68  0.82  0.159256  0.86221  0.49602
0.33  0.58  0.0154041  2.75262  1.6002
0.69  0.23  0.135371  1.01847  1.03321
0.35  0.19  0.148677  0.991786  0.53009
0.79  0.24  0.156379  0.919799  0.77966
0.64  0.37  0.103056  1.04401  1.8657
0.55  0.46  0.0903608  1.00669  1.11031
0.8  0.63  0.142889  0.925746  0.55819
0.3  0.72  0.112814  1.19367  1.39495
0.59  0.43  0.09252  1.04483  1.33692
0.22  0.03  0.232715  0.681099  0.35047
0.01  0.06  0.288896  0.608679  0.29263
0.09  0.02  0.273831  0.630155  0.30451
0.33  0.02  0.213921  0.640149  0.38446
0.38  0.06  0.191367  0.718347  0.43338
0.97  0.09  0.255377  0.586176  0.37158
0.8  0.94  0.229221  0.765689  0.357
0.12  0.16  0.217307  0.718592  0.36892
0.02  0.01  0.301673  0.473203  0.28169
0.99  0.07  0.267321  0.554133  0.35072
0.94  0.7  0.203884  0.834158  0.39772
0.35  0.41  0.104236  0.980503  0.78637
0.2  0.61  0.135139  0.97179  0.89731
0.31  0.62  0.0560504  2.01913  1.84773
0.75  0.82  0.17553  0.717663  0.44926
0.38  0.5  0.0950727  1.01076  1.05236
0.4  0.1  0.174871  0.719647  0.47933
0.62  0.44  0.0930577  1.07558  1.35871
0.41  0.12  0.166818  0.726493  0.50611
0.84  0.97  0.253267  0.790199  0.32987
0.11  0  0.275714  0.668865  0.30366
0.93  0.06  0.250528  0.615369  0.37884
0.14  0.37  0.164438  0.901777  0.49617
0.47  0.57  0.0908647  1.01331  1.12793
0.38  0.65  0.0961118  1.19528  2.09334
0.4  0.75  0.113712  1.07575  1.18091
0.72  0.97  0.223349  0.719319  0.37132
0.92  0.94  0.266711  0.769778  0.31474
0.64  0.03  0.199383  0.628928  0.47609
0.24  0.99  0.231806  0.35283  0.42217
0.09  0.16  0.228007  0.682031  0.35528
0.91  0.94  0.264066  0.736809  0.31804
0.52  0.19  0.135563  0.905467  0.73309
0.55  0.38  0.094164  1.04001  1.29499
0.85  0.67  0.163835  0.999884  0.47922
0.57  0.28  0.109596  1.04143  1.21116
0.92  0.83  0.230303  0.771826  0.35495
0.32  0.61  0.0868536  1.41867  1.85611
0.74  0.84  0.177133  0.885505  0.4418
0.34  0.52  0.0988368  1.02836  1.12948
0.73  0.04  0.206867  0.726059  0.46894
0.54  0.97  0.199276  0.646033  0.43844
0.99  0.08  0.263372  0.531428  0.35521
0.81  0.94  0.232444  0.757623  0.35326
0.91  0.01  0.26185  0.578555  0.35973
0  0.01  0.307086  0.35669  0.27637
0.02  0.89  0.258148  -0.170574  0.37323
0.7  0.99  0.227576  0.71621  0.36715
0.99  0.84  0.260332  0.768212  0.32216
0.14  0.21  0.197719  0.726628  0.40246
0.78  0.88  0.206204  0.498989  0.39622
0.98  0.01  0.283743  0.540974  0.32895
0.77  0.99  0.242295  0.746661  0.34399
0.25  0.99  0.230255  0.399986  0.42567
0.1  0.19  0.217628  0.616006  0.37227
0.79  0.99  0.247383  0.763337  0.33756
0.9  0.84  0.224449  0.830752  0.35991
0.89  0.78  0.204634  0.765372  0.39111
0.32  0.11  0.182915  0.714977  0.44166
0.66  0.46  0.0952696  1.0736  1.2289
0.47  0.26  0.1244  0.651089  0.79025
0.8  0.9  0.213126  0.796794  0.37656
0.85  0.98  0.26026  0.780937  0.32271
0.12  0.22  0.201937  0.716479  0.39622
0.92  0.93  0.263973  0.726485  0.31816
0.01  0.77  0.232569  0.0691651  0.4185
0.04  0.68  0.207079  0.387761  0.48049
0  0.09  0.28303  0.645364  0.29789
0.17  0.26  0.177308  0.700067  0.44858
0.58  0.66  0.106052  0.947625  0.79275
0.39  0.69  0.0914545  1.33476  1.77113
0.4  0.81  0.137843  0.942911  0.84225
0.49  0.64  0.0968522  1.01662  1.09244
0.99  0.86  0.266483  0.757868  0.31604
0.99  0.24  0.224024  0.624214  0.42482
0  0.01  0.307404  0.379963  0.27637
0.03  0.92  0.262073  -0.173336  0.36473
0  0.44  0.213799  0.696298  0.40619
0.31  0.03  0.214243  0.678837  0.38321
0.99  0.02  0.282424  0.499633  0.32895
0.17  0.01  0.253167  0.641213  0.32526
0.04  0.44  0.196715  0.752499  0.44021
0.33  0.17  0.159871  0.854  0.49612
0.83  0.33  0.150039  0.959334  0.77649
0.65  0.39  0.0973633  1.15831  1.76092
0.58  0.48  0.090843  1.01594  1.10066
0.79  0.59  0.134929  0.914958  0.61264
0.32  0.72  0.102129  1.29651  1.50596
0.66  0.43  0.0989306  1.04358  1.43918
0.91  0.92  0.256793  0.730856  0.32513
0.99  0.17  0.24047  0.635277  0.39609
0.38  0.2  0.142873  0.891061  0.56798
0.74  0.19  0.157571  0.921979  0.76043
0.63  0.36  0.087454  1.41431  1.8657
0.53  0.44  0.0899097  1.01965  1.10305
0.82  0.65  0.152871  0.859985  0.5206
0.28  0.7  0.105963  1.29611  1.39495
0.58  0.38  0.0949431  1.06141  1.49652
0.93  0.95  0.274536  0.727009  0.30818
0.97  0.95  0.290679  0.698614  0.29584
0.12  0.07  0.24633  0.663303  0.3321
0.2  0.93  0.217454  0.397181  0.4653
0.16  0.04  0.244743  0.678716  0.33416
0.82  0.99  0.255756  0.789736  0.3281
0.96  0.25  0.211207  0.720392  0.46083
0.21  0.01  0.243072  0.665303  0.33794
0.02  0.21  0.241307  0.662854  0.34204
0.39  0.11  0.171316  0.813006  0.48285
0.62  0.43  0.093781  1.07796  1.42631
0.84  0.47  0.143395  0.93336  0.67443
0.83  0.49  0.140245  0.931178  0.67342
0.48  0.21  0.130233  0.931511  0.71263
0.16  0.2  0.195932  0.616786  0.40851
0.19  0.17  0.192533  0.778814  0.40887
0.72  0.97  0.222518  0.722684  0.37132
0.15  0.15  0.211412  0.690223  0.37848
0.99  0.97  0.305718  0.662833  0.28439
0.95  0.9  0.263828  0.748201  0.31789
0.8  0.85  0.196208  0.799315  0.40296
0.35  0.03  0.207999  0.672903  0.39848
0.74  0.06  0.201615  0.758785  0.4904
0.24  0.07  0.213194  0.707612  0.37826
0.13  0.99  0.254527  0.0384072  0.376
0.96  0.92  0.275211  0.724781  0.30807
0.93  0  0.270403  0.525036  0.34545
0.62  0.12  0.170682  0.408935  0.63412
0.9  0.54  0.177217  0.145508  0.51632
0.69  0.23  0.135553  1.01178  1.03321
0.92  0.97  0.279243  0.716955  0.30473
0.09  0.96  0.257379  -0.0583808  0.37572
0  0.88  0.25805  -0.224047  0.36517
0.74  0.06  0.201676  0.755136  0.4904
0.01  0.33  0.222258  0.682689  0.37732
0.13  0.26  0.190273  0.674552  0.42217
0.55  0.68  0.106221  0.965918  0.83381
0.46  0.73  0.112448  1.0022  1.04344
0.42  0.66  0.0976425  1.1074  1.63001
0.52  0.06  0.183874  0.594146  0.49601
0.79  0.04  0.219491  0.736817  0.44202
0.23  0.91  0.20333  0.493689  0.51035
0.34  0.95  0.198154  0.650473  0.49789
0.33  0.95  0.199443  0.637614  0.49623
0.72  0.05  0.202062  0.72023  0.48555
0.66  0.01  0.208186  0.557779  0.44988
0.92  0.3  0.192327  0.453537  0.53831
0  0.35  0.223855  0.714603  0.3778
0.14  0.02  0.258096  0.651926  0.31977
0.9  0.1  0.230367  0.591218  0.42509
0.99  0.15  0.246095  0.641748  0.38711
0.07  0  0.287693  0.573392  0.29242
0.19  0  0.252416  0.669772  0.32737
0  0.24  0.24261  0.644608  0.34248
0.99  0.01  0.285523  0.493279  0.32476
0.1  0.18  0.218203  0.740915  0.36804
0.05  0.15  0.245398  0.662811  0.3346
0.76  0  0.229148  0.697958  0.41528
0.05  0.03  0.28454  0.578174  0.29584
0.09  0.97  0.256975  -0.0688669  0.36967
0.79  0.19  0.169346  0.897462  0.66751
0.06  0.06  0.270393  0.616044  0.30824
0.95  0.67  0.202966  0.791658  0.40396
0.19  0  0.252296  0.662828  0.32737
0.1  0.01  0.274068  0.617103  0.30413
0.02  0.3  0.22295  0.662455  0.37283
0.87  0.01  0.250506  0.606777  0.378
0.15  0.9  0.220315  0.384534  0.46083
0.94  0.02  0.267328  0.537122  0.35144
0.2  0.36  0.145267  0.970595  0.54688
0.36  0.64  0.103602  1.09782  2.21335
0.2  0.77  0.162433  0.871924  0.72551
0.65  0.81  0.151758  0.822412  0.52839
0.36  0.61  0.100274  1.09148  1.98131
0.94  0  0.272762  0.482358  0.34121
0.22  0.08  0.215047  0.680932  0.3752
0.85  0.98  0.25974  0.746885  0.32271
0.32  0.98  0.213369  0.504526  0.45552
0.08  0.13  0.239858  0.695024  0.33957
0.8  0.84  0.192629  0.823937  0.40851
0.94  0.83  0.236641  0.803027  0.34613
0.8  0.96  0.236954  0.767296  0.34772
0.15  0.17  0.204772  0.738247  0.38804
0.77  0.96  0.229002  0.759232  0.35841
0.11  0.38  0.17378  0.904207  0.47475
0.44  0.61  0.0926487  1.06911  1.3879
0.46  0.85  0.149122  0.906536  0.65707
0.35  0.63  0.100219  1.16773  2.17576
0.06  0.93  0.253913  0.0404165  0.37681
0.92  0.11  0.232704  0.635675  0.41717
0.99  0.59  0.208293  0.755829  0.40595
0.99  0  0.280306  -0.075497  0.32062
0.31  0.52  0.10405  1.00392  1.07379
0.7  0.89  0.194151  0.304362  0.42987
0.38  0.58  0.0950584  1.07834  1.59358
0.17  0.09  0.224026  0.711191  0.35947
0.1  0.85  0.221008  0.326995  0.46083
0.03  0  0.301342  0.503909  0.28161
0.09  0  0.282183  0.655497  0.29799
0.33  0.15  0.166686  0.808679  0.47922
0.65  0.4  0.096652  1.15023  1.68801
0.6  0.47  0.0914163  1.03845  1.16346
0.72  0.42  0.10959  0.980888  1.26025
0  0.97  0.279484  -0.230035  0.32739
0.06  0.31  0.204215  0.796508  0.40107
0.98  0.11  0.252189  0.595221  0.37519
0.1  0.9  0.235394  0.195938  0.42234
0.06  0.33  0.209329  0.0774989  0.40966
0.89  0.8  0.208797  0.845933  0.38195
0.97  0.7  0.216823  0.80527  0.37945
0.74  0  0.225672  0.708966  0.42172
0.07  0  0.288613  0.619817  0.29242
0.02  0.44  0.205711  0.721601  0.4226
0.06  0.97  0.265867  -0.0971431  0.35501
0.23  0.06  0.218852  0.712172  0.36896
0  0.11  0.276435  0.63947  0.30352
0.78  0.93  0.219582  0.781167  0.36965
0.4  0.16  0.152059  0.922541  0.54224
0.79  0.22  0.160628  0.940593  0.73321
0.59  0.41  0.0935564  1.05236  1.43921
0.84  0.59  0.149682  0.94947  0.55103
0.67  0.34  0.103311  1.20824  1.84048
0.18  0.01  0.250842  0.656162  0.32839
0.92  0.03  0.257153  0.579495  0.36657
0.26  0.07  0.209281  0.681619  0.38665
0.29  0.11  0.189718  0.650423  0.42557
0.75  0.99  0.237726  0.741407  0.3505
0.01  0.27  0.232556  0.652291  0.35711
0.35  0.17  0.156102  0.887272  0.51127
0.83  0.3  0.154879  0.951367  0.7525
0.64  0.39  0.00433582  3.26317  1.75707
0.57  0.46  0.0906014  1.02166  1.15235
0.81  0.59  0.14091  0.909317  0.5874
0.31  0.72  0.101981  1.32144  1.45432
0.67  0.4  0.0324159  2.80293  1.64591
0.01  0.12  0.269779  0.653717  0.30988
0.88  0.98  0.269743  0.760414  0.31344
0.06  0.12  0.249813  0.703537  0.32819
0.07  0.93  0.251213  0.0919083  0.38269
0.43  0.01  0.20716  0.658485  0.41268
0.23  0.03  0.230825  0.687541  0.35398
0.6  0  0.207217  0.531845  0.44051
0.1  0.04  0.263444  0.639571  0.31438
0.05  0.25  0.221547  0.601579  0.37099
0.85  0.86  0.213951  0.816176  0.37378
0.91  0.88  0.244274  0.691407  0.33989
0.74  0.97  0.2268  0.732015  0.36411
0  0.01  0.307337  0.375048  0.27637
0.41  0.04  0.196168  0.675191  0.42999
0.68  0.27  0.120715  1.12599  1.33161
0.26  0.34  0.133425  0.916797  0.588
0.34  0.64  0.0900346  1.39047  2.20434
0.19  0.71  0.1499  0.96105  0.80841
0.71  0.79  0.156783  0.806133  0.49856
0.43  0.52  0.090893  1.01157  1.09465
0.26  0.15  0.179971  0.839975  0.43574
0.71  0.48  0.105104  1.00249  1.01422
0.66  0.44  0.097264  1.06014  1.36423
0.73  0.22  0.145981  0.984481  0.88848
0.85  0.11  0.211308  0.718596  0.47431
0.05  0.71  0.206271  0.442918  0.48556
0.1  0.81  0.23127  -1.33218  0.49312
0.05  0.71  0.206271  0.442918  0.48556
0.45  0.98  0.201898  0.609294  0.45375
0.93  0.9  0.257158  0.718304  0.32505
0.22  0.07  0.218356  0.690211  0.37008
0.35  0.4  0.105059  0.984016  0.76967
0.19  0.63  0.139741  0.968263  0.86327
0.32  0.63  0.0535443  2.05653  2.01178
0.75  0.81  0.170461  0.868279  0.45607
0.38  0.51  0.0946251  1.02022  1.09591
0.92  0.89  0.24854  0.795253  0.33231
0.58  0.4  0.093369  1.05496  1.42958
0.87  0.59  0.159833  0.955539  0.51692
0.64  0.25  0.121041  1.09588  1.22057
0.23  0.19  0.177607  0.724076  0.44384
0.75  0.39  0.116129  1.06892  1.17744
0.64  0.58  0.102301  0.957387  0.8174
0.36  0.74  0.107139  1.20824  1.35977
0.58  0.5  0.091501  0.998273  1.03988
0.89  0.81  0.212683  0.792045  0.37748
0.02  0  0.304667  0.463175  0.27898
0.99  0  0.294729  0.902028  0.32062
0.99  0.93  0.290472  0.700421  0.2955
0.91  0.96  0.271743  0.734636  0.31114
0.01  0.28  0.23094  0.65833  0.36044
0.88  0.9  0.2379  0.809688  0.34382
0.34  0.08  0.191025  0.653753  0.42977
0.17  0.01  0.254259  0.676072  0.32526
0.15  0  0.262294  0.596057  0.31531
0.11  0.81  0.206209  0.476132  0.50557
0.98  0.36  0.204266  0.689404  0.46351
0  0.04  0.298733  0.53466  0.28424
0.99  0.5  0.202729  0.726943  0.43405
